username,main_category,subcategory,text_hook,length,views,likes,comments,shares,outlier_multiplier,uploaded_at,ad_link,caption,platform
kadama,Education,Study Aids & Flashcards,See deleted messages on your phone 😱,14,6700000,78400,2539,23500,32.03442505,2023-03-01,https://www.tiktok.com/@kadama/video/7205652305771842859,@kadama See who they are texting even if they delete them‼️ #iphonetricks #iphonetips #lifehacks ,tiktok
kadama,Education,Study Aids & Flashcards,THERE IS NO WAY THIS IS POSSIBLE,11,6700000,198700,1563,23500,32.03442505,2023-03-07,https://www.tiktok.com/@kadama/video/7207881333975059755,@kadama iPhone trick that will blow your mind 🤯 #iphonetricks #iphonetips ,tiktok
parkeur.app,Education,Study Aids & Flashcards,Mes révisions Moi,0,6600000,37900,78,657,15.06505364,2024-12-09,https://www.tiktok.com/@parkeur.app/photo/7446361754487000342,Magique ✨🤌 ,tiktok
duolingo,Education,Language Learning,"I’m not saying she deserved it, but God’s timing is always right",11,6500000,1300000,11800,118900,4.0625,2023-03-10,https://www.tiktok.com/@duolingo/video/7208655051437460782,Selena 👑 #duolingo #languagelearning #dualipa #selenahailey  ,tiktok
duolingo,Education,Language Learning,THUMBELINA DUO AGE: 6(9) first solo ever mini division,14,6400000,759100,7524,44500,4,2024-05-15,https://www.tiktok.com/@duolingo/video/7368920051031870762,they grow up so fast 🥹 #thumbelina #duolingo #languagelearning,tiktok
classpoint.io,Education,Virtual Classrooms,What a boring PowerPoint title slide 😭,80,6400000,208900,538,17100,50.79365079,2023-06-20,https://www.tiktok.com/@classpoint.io/video/7246733125554883846,Call me obsessed all you want but I'm definitely using this PowerPoint design trick for my title slides from now on 🫣 #powerpoint #tutorial #design #hack #edutok #studytok #presentation #teachersoftiktok #foryou ,tiktok
duolingo,Education,Language Learning,yo check out my new calculator,17,6300000,523300,40000,61400,3.9375,2024-06-06,https://www.tiktok.com/@duolingo/video/7377398211733884203,not even math can contain my inner alpha 🐺⛓️🖤 #alpha #alphawolf #math #duolingomath,tiktok
fluentjoy_english,Education,Language Learning,My heart is broken,24,6200000,171100,804,9622,389.9371069,2024-08-28,https://www.tiktok.com/@fluentjoy_english/video/7405800394820947216,Love Emojis Meaning #learnenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #英語フレーズ #ภาษาอังกฤษวันละคํา #tienganh #emojis #emojichallenge,tiktok
duolingo,Education,Language Learning,pov: you got beef with that one bear,7,6200000,598100,9323,47900,3.875,2024-05-08,https://www.tiktok.com/@duolingo/video/7366367512096804138,kendrick opened the flood gates #bbldrizzy ,tiktok
classpoint.io,Education,Virtual Classrooms,Stop making boring title slides like this,56,6000000,519000,570,13700,47.61904762,2023-04-15,https://www.tiktok.com/@classpoint.io/video/7222116980646546694,Simple yet mindblowing PowerPoint slide trick 🫣🤯 #powerpoint #design #animation #morph #tutorial #studytok #edutok #teachersoftiktok #foryou #foryoupage ,tiktok
duolingo,Education,Language Learning,me and gojo like rn,6,5900000,721100,20600,75000,3.6875,2023-09-28,https://www.tiktok.com/@duolingo/video/7283877725092252970,hey gojo now that you have so much free time u should consider learning a language #jjk #jjkspoilers #jujutsukaisen #gojousatoru #duolingo #fyp #languagelearning ,tiktok
kadama,Education,Study Aids & Flashcards,Don't tell APPLE,16,5800000,102800,789,10200,27.73129333,2022-04-12,https://www.tiktok.com/@kadama/video/7085791336582139182,Your phone is WATCHING U #iphonetricks #iphonehacks #facts #tech #lifetips #lifeadvice #tipsandtricks,tiktok
kadama,Education,Study Aids & Flashcards,How normal people pause youtube,9,5800000,605200,6792,6891,27.73129333,2021-03-22,https://www.tiktok.com/@kadama/video/6942215969007979781,Honestly tho #relatable #mrbeast,tiktok
duolingo,Education,Language Learning,me omw to teach the giries how to flirt in french,10,5800000,145100,3848,6284,3.625,2023-08-09,https://www.tiktok.com/@duolingo/video/7265059480445013294,go get that man and have an emily in paris summer💅 #fyp #languagelearning #duolingo ,tiktok
_readingcom,Education,Early Childhood Learning,The old man has a blaze in and Lux sit at,50,5800000,21600,122,2151,5960.945529,2023-10-05,https://www.tiktok.com/@_readingcom/video/7286605318103125294,"⭐️⭐️⭐️⭐️⭐️ ""My 4 year old is learning how to read!"" - Jessica, mom of 4yo son",tiktok
parkeur.app,Education,Study Aids & Flashcards,Quel régime a suspendu la République française selon François Mitterrand?  - Le régime fasciste - Le régime communiste - Le régime nazi - Le régime de Vichy,18,5700000,127100,152,2083,13.01072814,2024-09-16,https://www.tiktok.com/@parkeur.app/video/7415336258735590688,On est biiieeeeeng 😮‍💨,tiktok
busuu,Education,Language Learning,UK = BEER,138,5700000,624200,7271,6994,571.6004813,2022-09-28,https://www.tiktok.com/@busuu/video/7148400359164136710,Can't we all agree on SOMETHING? WHYYYYYY?????? 🍻😭😭😭😭😭😭 #worldlanguages #beer #languagelearning #Busuu #ifluent #oktoberfest #humor,tiktok
elevateapp,Education,Study Aids & Flashcards,I used to send super long texts in 2022.  Me in 2023:  - I'm wondering if you maybe want to go somewhere to eat dinner. - Want to meet up at 6:30.  My secret:  I play Elevate 5 minutes/day.  Start improving your communication skills with Apple's App of the Year.  Play Elevate,15,5600000,23200,319,294,4314.329738,2023-04-04,https://www.tiktok.com/@elevateapp/video/7218208788950617386,Learn how to say more with less. #braintraining #elevateapp #elevatebraintraining #vocab #vocabulary #brevity ,tiktok
duolingo,Education,Language Learning,WAKE UP IT'S THE FIRST OF DA MONTHH !! 🔥😎🙏🙏,10,5600000,649500,21200,130400,3.5,2024-09-01,https://www.tiktok.com/@duolingo/video/7409659488724192543,SEPT 1 #firstofthemonth ,tiktok
duolingo,Education,Language Learning,when you work in legal at duolingo,26,5600000,482100,9123,13800,3.5,2024-04-06,https://www.tiktok.com/@duolingo/video/7354467868995554602,"no job here is normal, not even legal…maybe especially not legal #fyp #DuolingoOnIce #duolingo ",tiktok
brainly,Education,Study Aids & Flashcards,BRAINLY STUDY SUPPORT,18,5500000,2346,55,88,553.6541172,2024-09-23,https://www.tiktok.com/@brainly/video/7417830459301793066,"Homework just got easier with AI-powered explanations, the AI Tutor, and study guides on Brainly.",tiktok
fluentjoy_english,Education,Language Learning,Bullshit Dogshit Horseshit Apeshit Batshit The shit Not true,19,5500000,390300,1741,56900,345.9119497,2024-06-13,https://www.tiktok.com/@fluentjoy_english/video/7379845777297853714,Do you know all these words? #learnenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #ingleseperitaliani #英語フレーズ #ภาษาอังกฤษวันละคํา #tiengan,tiktok
kadama,Education,Study Aids & Flashcards,How to access websites your school blocked updated version,11,5500000,636600,5707,41800,26.29691609,2021-09-05,https://www.tiktok.com/@kadama/video/7004159654037130502,has school started for you? #schoolhacks #lifehacks #collegehacks,tiktok
duolingo,Education,Language Learning,us in another universe...😍,7,5500000,690100,23000,13500,3.4375,2024-02-02,https://www.tiktok.com/@duolingo/video/7331030276061105450,a modern day romeo and juliet 🫣 #duolingo #languagelearning ,tiktok
duolingo,Education,Language Learning,CHIP! CHIP!,12,5400000,594000,21500,8598,3.375,2024-02-21,https://www.tiktok.com/@duolingo/video/7338081336281845035,*adds this song to duolingo music* #duolingo ,tiktok
mondly.app,Education,Language Learning,Intensifiers Very hungry Famished,19,5400000,693100,1241,28400,193.5483871,2020-10-15,https://www.tiktok.com/@mondly.app/video/6883845903472479493,Avoid using “very” because it is a weak word that diminishes your meaning #learnontiktok #invatapetiktok #lernenmittiktok #englishlearning #grammar,tiktok
duolingo,Education,Language Learning,max what happened,17,5400000,689800,8911,65100,3.375,2024-03-22,https://www.tiktok.com/@duolingo/video/7348895749482057003,no biggie max its just an inchident #formula1 #f1 #redbullracing #ferrari #charlesleclerc #maxverstappen @Charles Leclerc @Red Bull Racing @ferrari ,tiktok
duolingo,Education,Language Learning,shakira's new jam ❤️ pique's tears 400mg,8,5400000,1000000,7082,71200,3.375,2023-01-19,https://www.tiktok.com/@duolingo/video/7190096673580797230,love the taste of tears #duolingo #shakiraypique #claramente #languagelearning ,tiktok
duolingo,Education,Language Learning,the dancers we hired,10,5400000,617300,8973,8095,3.375,2024-04-05,https://www.tiktok.com/@duolingo/video/7354111341830950187,clearly dance wasn't in the job description... so even you could apply to work on the marketing team here by next april fools' #fyp/#DuolingoOnIce #OnlyAtDuolingo #duolingo #corporate #coworkers #tech #techculture #techjobs #loveyourjob #dreamjob #career #hiring #marketing  ,tiktok
lengo.io,Education,Language Learning,"enamorada trend  Me, after I studied Spanish for one hour with LENGO because I think my Spanish is perfect now.",5,5200000,57900,188,1449,38.74813711,2023-05-20,https://www.tiktok.com/@lengo.io/video/7235310532327263515,enamorada de la vida 🤡 Wer ist auch so haha? #lengo #lengoapp #sprachenlernen #languages #trend #sprachen #enamoradadelavida ,tiktok
kadama,Education,Study Aids & Flashcards,HOW TO SS ANY SNAP,14,5200000,88900,2288,8083,24.86253885,2022-11-08,https://www.tiktok.com/@kadama/video/7163710063541030187,Share with a friend who needs it 👀 #snapchathack #snapchat #lifehack,tiktok
duolingo,Education,Language Learning,banana,0,5100000,795600,17200,125500,3.1875,2024-10-28,https://www.tiktok.com/@duolingo/photo/7430923483137183019,,tiktok
kadama,Education,Study Aids & Flashcards,How to get ALL TEST answers,16,5100000,469800,3614,46000,24.3844131,2021-07-30,https://www.tiktok.com/@kadama/video/6990424441498963206,Reply to @victor098788 updated version #schoolhacks #lifehacks #collegehacks #studyhacks #googleforms,tiktok
duolingo,Education,Language Learning,my minions,9,5000000,514800,31000,20100,3.125,2023-10-17,https://www.tiktok.com/@duolingo/video/7290640291080555807,become my minion - link in bio #duolingo #halloween #spookyseason ,tiktok
kadama,Education,Study Aids & Flashcards,The best Kahoot HACK pt. 2,12,5000000,467600,2668,33100,23.90628735,2021-04-30,https://www.tiktok.com/@kadama/video/6956825338471042309,updated version #schoolhacks  #kahoot  #lifehacks  #student,tiktok
duolingo,Education,Language Learning,There is no text in this image.,12,5000000,707300,6273,43400,3.125,2024-08-01,https://www.tiktok.com/@duolingo/video/7398184301810044191,happy national gf day @Dua Lipa 💚 #nationalgirlfriendday #duolingo #descendants ,tiktok
chegg,Education,Study Aids & Flashcards,"What does Deadpool, Harry Potter and the Joker all have in common",59,5000000,26000,455,308,64.5994832,2024-09-04,https://www.tiktok.com/@chegg/video/7410887334939446559,"we're curious, do you have a cool scar too 👀 @Miss Angler #scars #biologymajor #biology #explainer #humanbiology",tiktok
duolingo,Education,Language Learning,"at the end of the day, it’s the person you started learning a new language for",8,4900000,576000,15300,10200,3.0625,2023-11-28,https://www.tiktok.com/@duolingo/video/7306194786946534699,So this is Love? #duolingo ,tiktok
masterclass,Education,Virtual Classrooms,Be fearless.,30,4900000,13500,110,318,219.2393736,2024-11-15,https://www.tiktok.com/@masterclass/video/7437581918989716779,"Learn from the best in business, wellness, cooking & more! Join now and get up to 50% off. Limited-time offer. Terms apply",tiktok
kadama,Education,Study Aids & Flashcards,How I got a 4.0,11,4900000,59400,1035,339,23.42816161,2022-04-12,https://www.tiktok.com/@kadama/video/7085453541304749358,easy 💯 #collegehacks #schoolhacks #lifehacks #studyhacks,tiktok
duolingo,Education,Language Learning,this image has actually no colors,16,4900000,657700,24900,231100,3.0625,2023-07-08,https://www.tiktok.com/@duolingo/video/7253182376212188458,the image literally actually has NO colors #duolingo #language #languagelearning #colors #lmao ,tiktok
duolingo,Education,Language Learning,"""Duolingo is just a language learning app""",28,4800000,538400,16900,13600,3,2023-10-12,https://www.tiktok.com/@duolingo/video/7289088552267173162,Langauge simply wasn’t enough😫😤 #math #music #duolingo ,tiktok
duolingo,Education,Language Learning,this is my meal i call this,10,4800000,108700,2660,4681,3,2023-08-09,https://www.tiktok.com/@duolingo/video/7265346040646159658,me after:🤰🏻#fyp #duolingo #girldinner #languagelearning ,tiktok
masterclass,Education,Virtual Classrooms,"Designing a Home That Tells Your Story 🏡 with Joanna Gaines  I'm Joanna Gaines, and this is MasterClass.",89,4700000,46900,402,1976,210.2908277,2024-11-26,https://www.tiktok.com/@masterclass/video/7441626216458685742,"Your dream home isn’t about more stuff, it’s about more story. #Magnolia founder @Joanna Gaines shares her unique design process from start to finish, and for up to 50% off. Exclusively on #MasterClass. Terms apply. ",tiktok
kadama,Education,Study Aids & Flashcards,How to get all answers on Google Forms,10,4700000,211200,551,10000,22.47191011,2022-11-17,https://www.tiktok.com/@kadama/video/7167037072073592106,@kadama 🤫 #schoolhacks #lifehacks #collegehacks #studyhacks #googletricks #googleforms ,tiktok
duolingo,Education,Language Learning,I could really use a wish right now. wish right now. right now.,0,4700000,785700,42200,201600,2.9375,2024-07-13,https://www.tiktok.com/@duolingo/photo/7390805956008922399,match made in hell 👹 #owlastor #radioduo #hazbinhotel,tiktok
fluentjoy_english,Education,Language Learning,Normal English I don't know  Fast English Arono,19,4700000,226900,553,5987,295.5974843,2024-06-08,https://www.tiktok.com/@fluentjoy_english/video/7376597400221240593,Normal English vs Fast English! #learnenglish with #fluentjoy. #englishlesson #aprenderingles #inglesfacil #anglaisfacile #inglesfluente #ingleseperitaliani #英語フレーズ #ภาษาอังกฤษวันละคํา #tiengan,tiktok
duolingo,Education,Language Learning,There is no text in this image.,5,4700000,546800,5870,1542,2.9375,2022-07-27,https://www.tiktok.com/@duolingo/video/7124715944592641322,my lil sponges are sponging 🧽 @scrubdaddy #imthirsty #duodaddy #duolingo #dualipa #dulapeep #comedy,tiktok
kadama,Education,Study Aids & Flashcards,THERE IS NO WAY THIS IS POSSIBLE,11,4700000,136700,923,11700,22.47191011,2023-03-06,https://www.tiktok.com/@kadama/video/7207539673172954414,@kadama iPhone trick that will blow your mind 🤯 #iphonetricks #iphonetips ,tiktok
duolingo,Education,Language Learning,you’re spinning me around,0,4700000,807100,22900,127900,2.9375,2024-05-15,https://www.tiktok.com/@duolingo/photo/7368970282645622062,,tiktok
classpoint.io,Education,Virtual Classrooms,Brought to you by ClassPoint  Did you know you could do this in PowerPoint?,62,4600000,355300,591,13400,36.50793651,2024-02-09,https://www.tiktok.com/@classpoint.io/video/7333582110294379782,Why are we not talking about PowerPoint Slide Zoom more?! #powerpoint #animation #design #tutorial #idea #howto #edutok #studytok #longervideos #foryou ,tiktok
